Gene name,StrLabel,Label,Summary
DAGLB,Membrane,0,"Enables lipase activity. Involved in arachidonic acid metabolic process. Located in nucleoplasm and plasma membrane. Lipase that catalyzes the hydrolysis of arachidonic acid (AA)esterified diacylglycerols (DAGs) to produce the principal endocannabinoid, 2arachidonoylglycerol (2AG) which can be further cleaved by downstream enzymes to release arachidonic acid (AA) for cyclooxygenase (COX)mediated eicosanoid production . Preferentially hydrolyzes DAGs at the sn1 position in a calcium dependent manner and has negligible activity against other lipids including monoacylglycerols and phospholipids . Plays a key role in the regulation of 2AG and AA pools utilized by COX1/2 to generate lipid mediators of macrophage and microglia inflammatory responses. Functions also as a polyunsaturated fatty acidsspecific triacylglycerol lipase in macrophages. Plays an important role to support the metabolic and signaling demands of macrophages ."
ADGRE1,Membrane,0,"This gene encodes a protein that has a domain resembling seven transmembrane G proteincoupled hormone receptors (7TM receptors) at its Cterminus. The Nterminus of the encoded protein has six EGFlike modules, separated from the transmembrane segments by a serine/threoninerich domain, a feature reminiscent of mucinlike, singlespan, integral membrane glycoproteins with adhesive properties. Multiple alternatively spliced transcript variants encoding different isoforms have been found for this gene. Orphan receptor involved in cell adhesion and probably in cellcell interactions specifically involving cells of the immune system. May play a role in regulatory Tcells (Treg) development."
IL23R,Membrane,0,"The protein encoded by this gene is a subunit of the receptor for IL23A/IL23. This protein pairs with the receptor molecule IL12RB1/IL12Rbeta1, and both are required for IL23A signaling. This protein associates constitutively with Janus kinase 2 (JAK2), and also binds to transcription activator STAT3 in a liganddependent manner. Associates with IL12RB1 to form the interleukin23 receptor. Binds IL23 and mediates Tcells, NK cells and possibly certain macrophage/myeloid cells stimulation probably through activation of the JakStat signaling cascade. IL23 functions in innate and adaptive immunity and may participate in acute response to infection in peripheral tissues. IL23 may be responsible for autoimmune inflammatory diseases and be important for tumorigenesis."
HTR3D,Membrane,0,"The protein encoded this gene belongs to the ligandgated ion channel receptor superfamily. This gene encodes subunit D of the type 3 receptor for 5hydroxytryptamine (serotonin), a biogenic hormone that functions as a neurotransmitter, a mitogen and a hormone. This hormone has been linked to neuropsychiatric disorders, including anxiety, depression, and migraine. Serotonin receptors causes fast and depolarizing responses in neurons following activation. The genes encoding subunits C, D and E of this type 3 receptor form a cluster on chromosome 3. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. Forms serotonin (5hydroxytryptamine/5HT3)activated cation selective channel complexes, which when activated cause fast, depolarizing responses in neurons."
SUSD2,Membrane,0,Involved in negative regulation of cell cycle G1/S phase transition and negative regulation of cell division. Located in plasma membrane. May be a cytokine receptor for GPR15LG. May be a tumor suppressor; together with GPR15LG has a growth inhibitory effect on colon cancer cells which includes G1 cell cycle arrest . May play a role in breast tumorigenesis .
P2RY12,Membrane,0,"The product of this gene belongs to the family of Gprotein coupled receptors. This family has several receptor subtypes with different pharmacological selectivity, which overlaps in some cases, for various adenosine and uridine nucleotides. This receptor is involved in platelet aggregation, and is a potential target for the treatment of thromboembolisms and other clotting disorders. Mutations in this gene are implicated in bleeding disorder, platelet type 8 (BDPLT8). Alternative splicing results in multiple transcript variants of this gene. Receptor for ADP and ATP coupled to Gproteins that inhibit the adenylyl cyclase second messenger system. Not activated by UDP and UTP. Required for normal platelet aggregation and blood coagulation."
CX3CR1,Membrane,0,"Fractalkine is a transmembrane protein and chemokine involved in the adhesion and migration of leukocytes. The protein encoded by this gene is a receptor for fractalkine. The encoded protein also is a coreceptor for HIV1, and some variations in this gene lead to increased susceptibility to HIV1 infection and rapid progression to AIDS. Four transcript variants encoding two different isoforms have been found for this gene. Receptor for the CX3C chemokine fractalkine (CX3CL1) present on many early leukocyte cells; CX3CR1CX3CL1 signaling exerts distinct functions in different tissue compartments, such as immune response, inflammation, cell adhesion and chemotaxis . CX3CR1CX3CL1 signaling mediates cell migratory functions . Responsible for the recruitment of natural killer (NK) cells to inflamed tissues . Acts as a regulator of inflammation process leading to atherogenesis by mediating macrophage and monocyte recruitment to inflamed atherosclerotic plaques, promoting cell survival . Involved in airway inflammation by promoting interleukin 2producing T helper (Th2) cell survival in inflamed lung . Involved in the migration of circulating monocytes to noninflamed tissues, where they differentiate into macrophages and dendritic cells . Acts as a negative regulator of angiogenesis, probably by promoting macrophage chemotaxis . Plays a key role in brain microglia by regulating inflammatory response in the central nervous system (CNS) and regulating synapse maturation . Required to restrain the microglial inflammatory response in the CNS and the resulting parenchymal damage in response to pathological stimuli . Involved in brain development by participating in synaptic pruning, a natural process during which brain microglia eliminates extra synapses during postnatal development . Synaptic pruning by microglia is required to promote the maturation of circuit connectivity during brain development . Acts as an important regulator of the gut microbiota by controlling immunity to intestinal bacteria and fungi . Expressed in lamina propria dendritic cells in the small intestine, which form transepithelial dendrites capable of taking up bacteria in order to provide defense against pathogenic bacteria . Required to initiate innate and adaptive immune responses against dissemination of commensal fungi (mycobiota) component of the gut: expressed in mononuclear phagocytes (MNPs) and acts by promoting induction of antifungal IgG antibodies response to confer protection against disseminated C.albicans or C.auris infection . Also acts as a receptor for CC motif chemokine CCL26, inducing cell chemotaxis ."
PTCHD1,Membrane,0,"This gene encodes a membrane protein with a patched domain. The encoded protein is similar to Drosophila proteins which act as receptors for the morphogen sonic hedgehog. Deletions in this gene, which is located on the X chromosome, are associated with intellectual disability and autism (PMID: 21091464, PMID: 20844286). Required for the development and function of the thalamic reticular nucleus (TRN), a part of the thalamus that is critical for thalamocortical transmission, generation of sleep rhythms, sensorimotor processing and attention."
BOC,Membrane,0,"The protein encoded by this gene is a member of the immunoglobulin/fibronectin type III repeat family. It is a component of a cellsurface receptor complex that mediates cellcell interactions between muscle precursor cells, and promotes myogenic differentiation. Alternative splicing results in multiple transcript variants encoding different isoforms. omponent of a cellsurface receptor complex that mediates cellcell interactions between muscle precursor cells. Promotes differentiation of myogenic cells."
RALB,Membrane,0,"This gene encodes a GTPbinding protein that belongs to the small GTPase superfamily and Ras family of proteins. GTPbinding proteins mediate the transmembrane signaling initiated by the occupancy of certain cell surface receptors. Multifunctional GTPase involved in a variety of cellular processes including gene expression, cell migration, cell proliferation, oncogenic transformation and membrane trafficking . Accomplishes its multiple functions by interacting with distinct downstream effectors. Acts as a GTP sensor for GTPdependent exocytosis of dense core vesicles . Required both to stabilize the assembly of the exocyst complex and to localize functional exocyst complexes to the leading edge of migrating cells . Required for suppression of apoptosis . In late stages of cytokinesis, upon completion of the bridge formation between dividing cells, mediates exocyst recruitment to the midbody to drive abscission . Involved in liganddependent receptor mediated endocytosis of the EGF and insulin receptors ."
SLC22A7,Membrane,0,"The protein encoded by this gene is involved in the sodiumindependent transport and excretion of organic anions, some of which are potentially toxic. The encoded protein is an integral membrane protein and appears to be localized to the basolateral membrane of the kidney. Alternatively spliced transcript variants encoding different isoforms have been described. Functions as a Na(+)independent bidirectional multispecific transporter . Contributes to the renal and hepatic elimination of endogenous organic compounds from the systemic circulation into the urine and bile, respectively . Capable of transporting a wide range of purine and pyrimidine nucleobases, nucleosides and nucleotides, with cGMP, 2'deoxyguanosine and GMP being the preferred substrates . Functions as a pH and chlorideindependent cGMP bidirectional facilitative transporter that can regulate both intracellular and extracellular levels of cGMP and may be involved in cGMP signaling pathways . Mediates orotate/glutamate bidirectional exchange and most likely display a physiological role in hepatic release of glutamate into the blood . Involved in renal secretion and possible reabsorption of creatinine . Able to uptake prostaglandin E2 (PGE2) and may contribute to PGE2 renal excretion (Probable). Also transports alphaketoglutarate and urate . Apart from the orotate/glutamate exchange, the counterions for the uptake of other SLC22A7/OAT2 substrates remain to be identified ."
ASIC1,Membrane,0,"This gene encodes a member of the acidsensing ion channel (ASIC) family of proteins, which are part of the degenerin/epithelial sodium channel (DEG/ENaC) superfamily. Members of the ASIC family are sensitive to amiloride and function in neurotransmission. The encoded proteins function in learning, pain transduction, touch sensation, and development of memory and fear. Alternatively spliced transcript variants have been described. Isoform 2 and isoform 3 function as protongated sodium channels; they are activated by a drop of the extracellular pH and then become rapidly desensitized. The channel generates a biphasic current with a fast inactivating and a slow sustained phase. Has high selectivity for sodium ions and can also transport lithium ions with high efficiency. Isoform 2 can also transport potassium, but with lower efficiency. It is nearly impermeable to the larger rubidium and cesium ions. Isoform 3 can also transport calcium ions. Mediates glutamate independent Ca(2+) entry into neurons upon acidosis. This Ca(2+) overloading is toxic for cortical neurons and may be in part responsible for ischemic brain injury. Heteromeric channel assembly seems to modulate channel properties. Functions as a postsynaptic proton receptor that influences intracellular Ca(2+) concentration and calmodulindependent protein kinase II phosphorylation and thereby the density of dendritic spines. Modulates activity in the circuits underlying innate fear."
FCER1G,Membrane,0,"The high affinity IgE receptor is a key molecule involved in allergic reactions. It is a tetramer composed of 1 alpha, 1 beta, and 2 gamma chains. The gamma chains are also subunits of other Fc receptors. Adapter protein containing an immunoreceptor tyrosinebased activation motif (ITAM) that transduces activation signals from various immunoreceptors. As a component of the highaffinity immunoglobulin E (IgE) receptor, mediates allergic inflammatory signaling in mast cells. As a constitutive component of interleukin3 receptor complex, selectively mediates interleukin 4/IL4 production by basophils, priming Tcells toward effector Thelper 2 subset. Associates with pattern recognition receptors CLEC4D and CLEC4E to form a functional signaling complex in myeloid cells. Binding of mycobacterial trehalose 6,6' dimycolate (TDM) to this receptor complex leads to phosphorylation of ITAM, triggering activation of SYK, CARD9 and NFkappaB, consequently driving maturation of antigenpresenting cells and shaping antigen specific priming of Tcells toward effector Thelper 1 and Thelper 17 cell subtypes. May function cooperatively with other activating receptors. Functionally linked to integrin beta2/ITGB2mediated neutrophil activation. Also involved in integrin alpha2/ITGA2mediated platelet activation."
LAIR1,Membrane,0,"The protein encoded by this gene is an inhibitory receptor found on peripheral mononuclear cells, including natural killer cells, T cells, and B cells. Inhibitory receptors regulate the immune response to prevent lysis of cells recognized as self. The gene is a member of both the immunoglobulin superfamily and the leukocyteassociated inhibitory receptor family. The gene maps to a region of 19q13.4 called the leukocyte receptor cluster, which contains at least 29 genes encoding leukocyteexpressed receptors of the immunoglobulin superfamily. The encoded protein has been identified as an anchor for tyrosine phosphatase SHP1, and may induce cell death in myeloid leukemias. Alternative splicing results in multiple transcript variants. Functions as an inhibitory receptor that plays a constitutive negative regulatory role on cytolytic function of natural killer (NK) cells, Bcells and Tcells. Activation by Tyr phosphorylation results in recruitment and activation of the phosphatases PTPN6 and PTPN11. It also reduces the increase of intracellular calcium evoked by Bcell receptor ligation. May also play its inhibitory role independently of SH2containing phosphatases. Modulates cytokine production in CD4+ T cells, downregulating IL2 and IFNG production while inducing secretion of transforming growth factor beta. Downregulates also IgG and IgE production in Bcells as well as IL8, IL10 and TNF secretion. Inhibits proliferation and induces apoptosis in myeloid leukemia cell lines as well as prevents nuclear translocation of NFkappaB p65 subunit/RELA and phosphorylation of IkappaB alpha/CHUK in these cells. Inhibits the differentiation of peripheral blood precursors towards dendritic cells."
SLC38A4,Membrane,0," Symporter that cotransports neutral amino acids and sodium ions from the extraccellular to the intracellular side of the cell membrane . The transport is electrogenic, pH dependent and partially tolerates substitution of Na(+) by Li(+) . Preferentially transports smaller amino acids, such as glycine, Lalanine, Lserine, Lasparagine and Lthreonine, followed by Lcysteine, Lhistidine, L proline and Lglutamine and Lmethionine ."
ALDH3B1,Membrane,0,"This gene encodes a member of the aldehyde dehydrogenase protein family. Aldehyde dehydrogenases are a family of isozymes that may play a major role in the detoxification of aldehydes generated by alcohol metabolism and lipid peroxidation. The encoded protein is able to oxidize longchain fatty aldehydes in vitro, and may play a role in protection from oxidative stress. Alternative splicing results in multiple transcript variants. Oxidizes medium and long chain saturated and unsaturated aldehydes . Metabolizes also benzaldehyde . Low activity towards acetaldehyde and 3,4dihydroxyphenylacetaldehyde . May not metabolize short chain aldehydes. Can use both NADP(+) and NAD(+) as electron acceptor . May have a protective role against the cytotoxicity induced by lipid peroxidation ."
AXL,Membrane,0,"The protein encoded by this gene is a member of the Tyro3AxlMer (TAM) receptor tyrosine kinase subfamily. The encoded protein possesses an extracellular domain which is composed of two immunoglobulinlike motifs at the Nterminal, followed by two fibronectin typeIII motifs. It transduces signals from the extracellular matrix into the cytoplasm by binding to the vitamin Kdependent protein growth arrestspecific 6 (Gas6). This gene may be involved in several cellular functions including growth, migration, aggregation and antiinflammation in multiple cell types. The encoded protein acts as a host cell receptor for multiple viruses, including Marburg, Ebola and Lassa viruses and is a candidate receptor for the SARSCoV2 virus. Receptor tyrosine kinase that transduces signals from the extracellular matrix into the cytoplasm by binding growth factor GAS6 and which is thus regulating many physiological processes including cell survival, cell proliferation, migration and differentiation. Ligand binding at the cell surface induces dimerization and autophosphorylation of AXL. Following activation by ligand, AXL binds and induces tyrosine phosphorylation of PI3kinase subunits PIK3R1, PIK3R2 and PIK3R3; but also GRB2, PLCG1, LCK and PTPN11. Other downstream substrate candidates for AXL are CBL, NCK2, SOCS1 and TNS2. Recruitment of GRB2 and phosphatidylinositol 3 kinase regulatory subunits by AXL leads to the downstream activation of the AKT kinase. GAS6/AXL signaling plays a role in various processes such as endothelial cell survival during acidification by preventing apoptosis, optimal cytokine signaling during human natural killer cell development, hepatic regeneration, gonadotropinreleasing hormone neuron survival and migration, platelet activation, or regulation of thrombotic responses. Also plays an important role in inhibition of Tolllike receptors (TLRs)mediated innate immune response."
TPBG,Membrane,0,This gene encodes a leucinerich transmembrane glycoprotein that may be involved in cell adhesion. The encoded protein is an oncofetal antigen that is specific to trophoblast cells. In adults this protein is highly expressed in many tumor cells and is associated with poor clinical outcome in numerous cancers. Alternate splicing in the 5' UTR results in multiple transcript variants that encode the same protein. May function as an inhibitor of Wnt/betacatenin signaling by indirectly interacting with LRP6 and blocking Wnt3adependent LRP6 internalization.
ALK,Membrane,0,"This gene encodes a receptor tyrosine kinase, which belongs to the insulin receptor superfamily. This protein comprises an extracellular domain, an hydrophobic stretch corresponding to a single pass transmembrane region, and an intracellular kinase domain. It plays an important role in the development of the brain and exerts its effects on specific neurons in the nervous system. This gene has been found to be rearranged, mutated, or amplified in a series of tumours including anaplastic large cell lymphomas, neuroblastoma, and nonsmall cell lung cancer. The chromosomal rearrangements are the most common genetic alterations in this gene, which result in creation of multiple fusion genes in tumourigenesis, including ALK (chromosome 2)/EML4 (chromosome 2), ALK/RANBP2 (chromosome 2), ALK/ATIC (chromosome 2), ALK/TFG (chromosome 3), ALK/NPM1 (chromosome 5), ALK/SQSTM1 (chromosome 5), ALK/KIF5B (chromosome 10), ALK/CLTC (chromosome 17), ALK/TPM4 (chromosome 19), and ALK/MSN (chromosome X). Neuronal receptor tyrosine kinase that is essentially and transiently expressed in specific regions of the central and peripheral nervous systems and plays an important role in the genesis and differentiation of the nervous system . Also acts as a key thinness protein involved in the resistance to weight gain: in hypothalamic neurons, controls energy expenditure acting as a negative regulator of white adipose tissue lipolysis and sympathetic tone to finetune energy homeostasis . Following activation by ALKAL2 ligand at the cell surface, transduces an extracellular signal into an intracellular response . In contrast, ALKAL1 is not a potent physiological ligand for ALK . Ligandbinding to the extracellular domain induces tyrosine kinase activation, leading to activation of the mitogenactivated protein kinase (MAPK) pathway . Phosphorylates almost exclusively at the first tyrosine of the YxxxYY motif . Induces tyrosine phosphorylation of CBL, FRS2, IRS1 and SHC1, as well as of the MAP kinases MAPK1/ERK2 and MAPK3/ERK1 . ALK activation may also be regulated by pleiotrophin (PTN) and midkine (MDK) . PTNbinding induces MAPK pathway activation, which is important for the antiapoptotic signaling of PTN and regulation of cell proliferation . MDKbinding induces phosphorylation of the ALK target insulin receptor substrate (IRS1), activates mitogenactivated protein kinases (MAPKs) and PI3kinase, resulting also in cell proliferation induction . Drives NFkappaB activation, probably through IRS1 and the activation of the AKT serine/threonine kinase . Recruitment of IRS1 to activated ALK and the activation of NFkappaB are essential for the autocrine growth and survival signaling of MDK ."
CD3E,Membrane,0,"The protein encoded by this gene is the CD3epsilon polypeptide, which together with CD3gamma, delta and zeta, and the Tcell receptor alpha/beta and gamma/delta heterodimers, forms the Tcell receptorCD3 complex. This complex plays an important role in coupling antigen recognition to several intracellular signaltransduction pathways. The genes encoding the epsilon, gamma and delta polypeptides are located in the same cluster on chromosome 11. The epsilon polypeptide plays an essential role in Tcell development. Defects in this gene cause immunodeficiency. This gene has also been linked to a susceptibility to type I diabetes in women. Part of the TCRCD3 complex present on Tlymphocyte cell surface that plays an essential role in adaptive immune response. When antigen presenting cells (APCs) activate Tcell receptor (TCR), TCR mediated signals are transmitted across the cell membrane by the CD3 chains CD3D, CD3E, CD3G and CD3Z. All CD3 chains contain immunoreceptor tyrosinebased activation motifs (ITAMs) in their cytoplasmic domain. Upon TCR engagement, these motifs become phosphorylated by Src family protein tyrosine kinases LCK and FYN, resulting in the activation of downstream signaling pathways . In addition of this role of signal transduction in Tcell activation, CD3E plays an essential role in correct Tcell development. Initiates the TCRCD3 complex assembly by forming the two heterodimers CD3D/CD3E and CD3G/CD3E. Participates also in internalization and cell surface down regulation of TCRCD3 complexes via endocytosis sequences present in CD3E cytosolic region ."
SCNN1D,Membrane,0,"Predicted to enable ligandgated sodium channel activity. Predicted to be involved in sodium ion transmembrane transport. Located in actin cytoskeleton and plasma membrane. Sodium permeable nonvoltagesensitive ion channel inhibited by the diuretic amiloride. Mediates the electrodiffusion of the luminal sodium (and water, which follows osmotically) through the apical membrane of epithelial cells. Controls the reabsorption of sodium in kidney, colon, lung and sweat glands. Also plays a role in taste perception."
NCR3,Membrane,0,"The protein encoded by this gene is a natural cytotoxicity receptor (NCR) that may aid NK cells in the lysis of tumor cells. The encoded protein interacts with CD3zeta (CD247), a Tcell receptor. A single nucleotide polymorphism in the 5' untranslated region of this gene has been associated with mild malaria suceptibility. Three transcript variants encoding different isoforms have been found for this gene. ell membrane receptor of natural killer/NK cells that is activated by binding of extracellular ligands including BAG6 and NCR3LG1. Stimulates NK cells cytotoxicity toward neighboring cells producing these ligands. It controls, for instance, NK cells cytotoxicity against tumor cells. Engagement of NCR3 by BAG6 also promotes myeloid dendritic cells (DC) maturation, both through killing DCs that did not acquire a mature phenotype, and inducing the release by NK cells of TNFA and IFNG which promote DC maturation."
ADGRG6,Membrane,0,"This gene, which is upregulated in human umbilical vein endothelial cells, encodes a G proteincoupled receptor. Variations in this gene can affect a person's stature. Multiple transcript variants encoding different proteins have been found for this gene. Gprotein coupled receptor which is activated by type IV collagen, a major constituent of the basement membrane . Couples to G(i)proteins as well as G(s)proteins . Essential for normal differentiation of promyelinating Schwann cells and for normal myelination of axons . Regulates neural, cardiac and ear development via Gprotein and/or Nterminus dependent signaling . May act as a receptor for PRNP which may promote myelin homeostasis ."
IGFLR1,Membrane,0,Located in plasma membrane. Probable cell membrane receptor for the IGFlike family proteins. Binds IGFL1 and IGFL3 with a higher affinity. May also bind IGFL2.
ADRA2B,Membrane,0,"This intronless gene encodes a sevenpass transmembrane protein. This protein is a member of a subfamily of G proteincoupled receptors that regulate neurotransmitter release from sympathetic nerves and from adrenergic neurons in the central nervous system. Alpha2 adrenergic receptors mediate the catecholamine induced inhibition of adenylate cyclase through the action of G proteins. The rank order of potency for agonists of this receptor is clonidine > norepinephrine > epinephrine = oxymetazoline > dopamine > ptyramine = phenylephrine > serotonin > psynephrine / poctopamine. For antagonists, the rank order is yohimbine > chlorpromazine > phentolamine > mianserine > spiperone > prazosin > alprenolol > propanolol > pindolol."
KCNMA1,Membrane,0," Potassium channel activated by both membrane depolarization or increase in cytosolic Ca(2+) that mediates export of K(+) . It is also activated by the concentration of cytosolic Mg(2+). Its activation dampens the excitatory events that elevate the cytosolic Ca(2+) concentration and/or depolarize the cell membrane. It therefore contributes to repolarization of the membrane potential. Plays a key role in controlling excitability in a number of systems, such as regulation of the contraction of smooth muscle, the tuning of hair cells in the cochlea, regulation of transmitter release, and innate immunity. In smooth muscles, its activation by high level of Ca(2+), caused by ryanodine receptors in the sarcoplasmic reticulum, regulates the membrane potential. In cochlea cells, its number and kinetic properties partly determine the characteristic frequency of each hair cell and thereby helps to establish a tonotopic map. Kinetics of KCNMA1 channels are determined by alternative splicing, phosphorylation status and its combination with modulating beta subunits. Highly sensitive to both iberiotoxin (IbTx) and charybdotoxin (CTX)."
SLCO1B1,Membrane,0,"This gene encodes a liverspecific member of the organic anion transporter family. The encoded protein is a transmembrane receptor that mediates the sodiumindependent uptake of numerous endogenous compounds including bilirubin, 17betaglucuronosyl estradiol and leukotriene C4. This protein is also involved in the removal of drug compounds such as statins, bromosulfophthalein and rifampin from the blood into the hepatocytes. Polymorphisms in the gene encoding this protein are associated with impaired transporter function. Mediates the Na(+)independent uptake of organic anions . Shows broad substrate specificity, can transport both organic anions such as bile acid taurocholate (cholyltaurine) and conjugated steroids (dehydroepiandrosterone 3sulfate, 17betaglucuronosyl estradiol, and estrone 3sulfate), as well as eicosanoids (prostaglandin E2, thromboxane B2, leukotriene C4, and leukotriene E4), and thyroid hormones (T4/Lthyroxine, and T3/3,3',5'triiodoLthyronine) . Can take up bilirubin glucuronides from plasma into the liver, contributing to the detoxificationenhancing liverblood shuttling loop . Involved in the clearance of endogenous and exogenous substrates from the liver . Transports coproporphyrin I and III, byproducts of heme synthesis, and may be involved in their hepatic disposition . May contribute to regulate the transport of organic compounds in testes across the bloodtestisbarrier (Probable). Can transport HMGCoA reductase inhibitors (also known as statins), such as pravastatin and pitavastatin, a clinically important class of hypolipidemic drugs . May play an important role in plasma and tissue distribution of the structurally diverse chemotherapeutic drug methotrexate . May also transport antihypertension agents, such as the angiotensinconverting enzyme (ACE) inhibitor prodrug enalapril, and the highly selective angiotensin II AT1receptor antagonist valsartan, in the liver . Shows a pHsensitive substrate specificity towards prostaglandin E2 and T4 which may be ascribed to the protonation state of the binding site and leads to a stimulation of substrate transport in an acidic microenvironment . Hydrogencarbonate/HCO3() acts as the probable counteranion that exchanges for organic anions ."
SLC5A10,Membrane,0,"This gene is a member of the sodium/glucose transporter family. Members of this family are sodiumdependent transporters and can be divided into two subfamilies based on sequence homology, one that cotransports sugars and the second that transports molecules such as ascorbate, choline, iodide, lipoate, monocaroboxylates, and pantothenate. The protein encoded by this gene has the highest affinity for mannose and has been reported to be most highly expressed in the kidney. This protein may function as a kidneyspecific, sodiumdependent mannose and fructose cotransporter. Alternative splicing results in multiple transcript variants that encode different protein isoforms. Electrogenic Na+coupled sugar symporter that actively transports Dmannose or Dfructose at the plasma membrane, with a Na+ to sugar coupling ratio of 1:1. Transporter activity is driven by a transmembrane Na+ electrochemical gradient set by the Na+/K+ pump. Exclusively recognizes sugar substrates having a pyranose ring with an axial hydroxyl group on carbon 2 . Has likely evolved to enable renal reabsorption of Dmannose, an important constituent of oligosaccharide chains of glycoproteins. Contributes to dietary Dfructose reabsorption from glomerular filtrate across the brush border of the kidney ."
