geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
R-HSA-5674400	Constitutive Signaling by AKT1 E17K in Cancer	http://reactome.org/PathwayBrowser/#/R-HSA-5674400	5	4	0.34798534798534797	11.494736842105263	8.178643002165753e-5	0.0017472555504626835	207;2931;5170;84335	AKT1S1;GSK3A;AKT1;PDPK1
R-HSA-8953897	Cellular responses to external stimuli	http://reactome.org/PathwayBrowser/#/R-HSA-8953897	9	5	0.6263736263736264	7.982456140350878	1.0062343032113397e-4	0.0019705421771222067	5562;5563;5564;57521;84335	PRKAA2;PRKAA1;AKT1S1;RPTOR;PRKAB1
R-HSA-198323	AKT phosphorylates targets in the cytosol	http://reactome.org/PathwayBrowser/#/R-HSA-198323	3	3	0.2087912087912088	14.368421052631579	2.8891772434214147e-4	0.004526377681360216	207;2931;84335	AKT1S1;GSK3A;AKT1
R-HSA-6804756	Regulation of TP53 Activity through Phosphorylation	http://reactome.org/PathwayBrowser/#/R-HSA-6804756	3	3	0.2087912087912088	14.368421052631579	2.8891772434214147e-4	0.004526377681360216	5562;5563;5564	PRKAA2;PRKAA1;PRKAB1
R-HSA-166208	mTORC1-mediated signalling	http://reactome.org/PathwayBrowser/#/R-HSA-166208	3	3	0.2087912087912088	14.368421052631579	2.8891772434214147e-4	0.004526377681360216	57521;6198;84335	AKT1S1;RPS6KB1;RPTOR
R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	http://reactome.org/PathwayBrowser/#/R-HSA-9006934	12	5	0.8351648351648352	5.9868421052631575	5.527333771302434e-4	0.00811827147660045	207;3479;3481;3643;5170	INSR;IGF1;IGF2;AKT1;PDPK1
R-HSA-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	http://reactome.org/PathwayBrowser/#/R-HSA-2404192	4	3	0.2783882783882784	10.776315789473683	0.0011043077463741557	0.013658543178838242	3479;3481;5170	IGF1;IGF2;PDPK1
R-HSA-2428924	IGF1R signaling cascade	http://reactome.org/PathwayBrowser/#/R-HSA-2428924	4	3	0.2783882783882784	10.776315789473683	0.0011043077463741557	0.013658543178838242	3479;3481;5170	IGF1;IGF2;PDPK1
R-HSA-2428928	IRS-related events triggered by IGF1R	http://reactome.org/PathwayBrowser/#/R-HSA-2428928	4	3	0.2783882783882784	10.776315789473683	0.0011043077463741557	0.013658543178838242	3479;3481;5170	IGF1;IGF2;PDPK1
R-HSA-1445148	Translocation of SLC2A4 (GLUT4) to the plasma membrane	http://reactome.org/PathwayBrowser/#/R-HSA-1445148	5	3	0.34798534798534797	8.621052631578948	0.0026380897209028475	0.029505248325827155	207;5563;5564	PRKAA2;PRKAB1;AKT1
R-HSA-5663202	Diseases of signal transduction	http://reactome.org/PathwayBrowser/#/R-HSA-5663202	10	4	0.6959706959706959	5.747368421052632	0.002732152310227387	0.029505248325827155	207;2931;5170;84335	AKT1S1;GSK3A;AKT1;PDPK1
R-HSA-212436	Generic Transcription Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-212436	32	7	2.227106227106227	3.143092105263158	0.002887747708485211	0.029505248325827155	143686;207;5170;5562;5563;5564;57521	PRKAA2;PRKAA1;RPTOR;SESN3;PRKAB1;AKT1;PDPK1
R-HSA-73857	RNA Polymerase II Transcription	http://reactome.org/PathwayBrowser/#/R-HSA-73857	32	7	2.227106227106227	3.143092105263158	0.002887747708485211	0.029505248325827155	143686;207;5170;5562;5563;5564;57521	PRKAA2;PRKAA1;RPTOR;SESN3;PRKAB1;AKT1;PDPK1
R-HSA-74160	Gene expression (Transcription)	http://reactome.org/PathwayBrowser/#/R-HSA-74160	34	7	2.3663003663003663	2.958204334365325	0.004233937635416574	0.041457306013453946	143686;207;5170;5562;5563;5564;57521	PRKAA2;PRKAA1;RPTOR;SESN3;PRKAB1;AKT1;PDPK1
