geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
R-HSA-112308	Presynaptic depolarization and calcium channel opening	http://reactome.org/PathwayBrowser/#/R-HSA-112308	5	5	0.6043956043956044	8.272727272727273	1.9486236920052136e-5	3.8160547301768766e-4	773;777;782;784;785	CACNA1A;CACNB1;CACNB4;CACNA1E;CACNB3
R-HSA-1296072	Voltage gated Potassium channels	http://reactome.org/PathwayBrowser/#/R-HSA-1296072	5	5	0.6043956043956044	8.272727272727273	1.9486236920052136e-5	3.8160547301768766e-4	27133;3750;3751;3784;3790	KCNS3;KCNQ1;KCND2;KCND1;KCNH5
R-HSA-112316	Neuronal System	http://reactome.org/PathwayBrowser/#/R-HSA-112316	40	14	4.835164835164835	2.8954545454545455	2.6530856283235593e-5	4.795962481969511e-4	27133;338567;3750;3751;3760;3767;3784;3790;773;777;782;784;785;817	CACNA1A;KCNS3;KCNQ1;CACNB1;KCNJ11;KCND2;CAMK2D;CACNB4;KCND1;KCNJ3;KCNH5;CACNA1E;CACNB3;KCNK18
R-HSA-2672351	Stimuli-sensing channels	http://reactome.org/PathwayBrowser/#/R-HSA-2672351	6	5	0.7252747252747253	6.8939393939393945	1.067380440246124e-4	0.0017916743104131366	259232;55107;7222;7223;7225	ANO1;TRPC4;TRPC6;NALCN;TRPC3
R-HSA-1266738	Developmental Biology	http://reactome.org/PathwayBrowser/#/R-HSA-1266738	29	11	3.5054945054945055	3.1379310344827585	1.1893011810515386e-4	0.0018632385169807437	7222;7223;7225;775;776;782;784;785;8911;8912;8913	CACNA1H;CACNA1C;CACNA1I;TRPC4;CACNA1G;CACNB1;CACNA1D;TRPC6;CACNB4;CACNB3;TRPC3
R-HSA-5578775	Ion homeostasis	http://reactome.org/PathwayBrowser/#/R-HSA-5578775	4	4	0.4835164835164835	8.272727272727273	1.8075164591335735e-4	0.0024986256935081753	3767;490;5350;817	ATP2B1;KCNJ11;CAMK2D;PLN
R-HSA-418360	Platelet calcium homeostasis	http://reactome.org/PathwayBrowser/#/R-HSA-418360	4	4	0.4835164835164835	8.272727272727273	1.8075164591335735e-4	0.0024986256935081753	490;5023;7222;7225	ATP2B1;TRPC6;P2RX1;TRPC3
R-HSA-422356	Regulation of insulin secretion	http://reactome.org/PathwayBrowser/#/R-HSA-422356	14	7	1.6923076923076923	4.136363636363637	3.7656240357308857e-4	0.0049162313799819895	3767;3790;773;775;776;777;784	CACNA1C;CACNA1A;KCNS3;KCNJ11;CACNA1D;CACNA1E;CACNB3
R-HSA-5576890	Phase 3 - rapid repolarisation	http://reactome.org/PathwayBrowser/#/R-HSA-5576890	3	3	0.3626373626373626	8.272727272727273	0.0016267648132202162	0.015928738796114617	23704;3784;9992	KCNQ1;KCNE2;KCNE4
R-HSA-936837	Ion transport by P-type ATPases	http://reactome.org/PathwayBrowser/#/R-HSA-936837	3	3	0.3626373626373626	8.272727272727273	0.0016267648132202162	0.015928738796114617	490;5350;817	ATP2B1;CAMK2D;PLN
R-HSA-3295583	TRP channels	http://reactome.org/PathwayBrowser/#/R-HSA-3295583	3	3	0.3626373626373626	8.272727272727273	0.0016267648132202162	0.015928738796114617	7222;7223;7225	TRPC4;TRPC6;TRPC3
R-HSA-373752	Netrin-1 signaling	http://reactome.org/PathwayBrowser/#/R-HSA-373752	3	3	0.3626373626373626	8.272727272727273	0.0016267648132202162	0.015928738796114617	7222;7223;7225	TRPC4;TRPC6;TRPC3
R-HSA-418890	Role of second messengers in netrin-1 signaling	http://reactome.org/PathwayBrowser/#/R-HSA-418890	3	3	0.3626373626373626	8.272727272727273	0.0016267648132202162	0.015928738796114617	7222;7223;7225	TRPC4;TRPC6;TRPC3
R-HSA-139853	Elevation of cytosolic Ca2+ levels	http://reactome.org/PathwayBrowser/#/R-HSA-139853	3	3	0.3626373626373626	8.272727272727273	0.0016267648132202162	0.015928738796114617	5023;7222;7225	TRPC6;P2RX1;TRPC3
R-HSA-418346	Platelet homeostasis	http://reactome.org/PathwayBrowser/#/R-HSA-418346	7	4	0.8461538461538461	4.7272727272727275	0.00482785748961323	0.04456007451334042	490;5023;7222;7225	ATP2B1;TRPC6;P2RX1;TRPC3
R-HSA-163685	Integration of energy metabolism	http://reactome.org/PathwayBrowser/#/R-HSA-163685	20	7	2.4175824175824174	2.8954545454545455	0.004930050797220642	0.04456007451334042	3767;3790;773;775;776;777;784	CACNA1C;CACNA1A;KCNS3;KCNJ11;CACNA1D;CACNA1E;CACNB3
